ID,DLC,Timestamp,Data_0,Data_1,Data_2,Data_3,Data_4,Data_5,Data_6,Data_7
397,1,29234,0,0,0,0,4,0,0,0
399,2,29235,0,0,4,36,249,130,3,8
305,5,29235,0,0,0,0,0,255,255,255
417,4,29235,0,0,0,0,4,0,0,0
418,4,29235,0,0,0,0,4,0,0,0
419,5,29235,41,147,143,0,1,202,0,36
420,1,29235,0,147,143,0,1,202,0,36
491,1,29235,0,147,143,0,1,202,0,36
493,2,29236,56,0,143,0,4,0,0,0
507,1,29236,0,0,143,0,4,0,0,0
501,1,29236,0,0,143,0,4,0,0,0
551,2,29236,0,14,143,0,4,0,0,0
111,1,29241,56,14,143,0,236,202,0,36
112,1,29241,0,14,143,0,4,0,0,0
305,5,29243,0,0,0,0,0,0,0,0
111,1,29251,56,0,0,0,236,202,0,36
112,1,29251,0,0,0,0,4,0,0,0
305,5,29253,0,0,0,0,0,0,0,0
111,1,29261,56,0,0,0,236,202,0,36
112,1,29261,0,0,0,0,4,0,0,0
305,5,29263,0,0,0,0,0,0,0,0
111,1,29271,56,0,0,0,236,202,0,36
112,1,29271,0,0,0,0,4,0,0,0
305,5,29273,0,0,0,0,0,0,0,0
111,1,29281,56,0,0,0,236,202,0,36
112,1,29281,0,0,0,0,4,0,0,0
305,5,29283,0,0,0,0,0,0,0,0
111,1,29291,56,0,0,0,236,202,0,36
112,1,29291,0,0,0,0,4,0,0,0
305,5,29293,0,0,0,0,0,0,0,0
100,1,29300,11,0,0,0,4,0,0,0
120,5,29300,0,0,0,0,0,0,0,0
121,4,29300,0,0,0,0,4,0,0,0
122,2,29300,244,1,0,0,4,0,0,0
123,4,29301,0,0,0,0,4,0,0,0
130,8,29302,0,0,0,48,117,0,0,0
131,3,29302,0,0,0,48,117,0,0,0
132,3,29302,224,230,11,48,117,0,0,0
133,8,29303,232,163,143,62,250,232,163,15
140,5,29303,129,28,201,14,1,202,0,36
141,6,29304,1,0,1,0,1,0,0,0
142,4,29304,1,0,1,0,1,0,0,0
143,1,29304,0,0,1,0,1,0,0,0
151,3,29304,44,232,7,0,1,0,0,0
153,8,29305,71,130,0,0,130,36,73,0
111,1,29305,56,130,0,0,130,36,73,0
112,1,29306,0,130,0,0,4,0,0,0
305,5,29306,0,0,0,0,0,0,0,0
111,1,29311,56,0,0,0,236,202,0,36
112,1,29311,0,0,0,0,4,0,0,0
305,5,29313,0,0,0,0,0,0,0,0
111,1,29321,56,0,0,0,236,202,0,36
112,1,29321,0,0,0,0,4,0,0,0
305,5,29323,0,0,0,0,0,0,0,0
111,1,29331,56,0,0,0,236,202,0,36
112,1,29331,0,0,0,0,4,0,0,0
502,1,29332,1,0,0,0,4,0,0,0
503,1,29332,0,0,0,0,4,0,0,0
504,1,29333,6,0,0,0,4,0,0,0
506,5,29333,41,147,143,0,1,0,0,0
415,1,29333,1,147,143,0,1,0,0,0
416,7,29333,0,0,0,0,0,0,0,0
300,1,29333,1,0,0,0,0,0,0,0
302,5,29333,41,147,143,0,1,255,255,255
303,2,29333,89,4,143,0,1,255,255,255
304,3,29334,0,0,0,0,4,0,0,0
306,4,29334,9,0,0,0,4,0,0,0
307,4,29334,0,0,0,0,4,0,0,0
308,4,29334,32,0,0,0,4,0,0,0
309,1,29334,0,0,0,0,4,0,0,0
397,1,29334,0,0,0,0,4,0,0,0
399,2,29335,0,0,4,36,249,130,3,8
305,5,29335,0,0,0,0,0,0,0,0
417,4,29335,0,0,0,0,4,0,0,0
418,4,29335,0,0,0,0,4,0,0,0
419,5,29335,41,147,143,0,1,202,0,36
420,1,29335,0,147,143,0,4,0,0,0
491,1,29335,0,147,143,0,4,0,0,0
493,2,29336,56,0,143,0,4,0,0,0
507,1,29336,0,0,143,0,4,0,0,0
501,1,29336,0,0,143,0,4,0,0,0
551,2,29336,0,14,143,0,4,0,0,0
111,1,29341,56,14,143,0,236,202,0,36
112,1,29341,0,14,143,0,4,0,0,0
305,5,29343,0,0,0,0,0,0,0,0
111,1,29351,56,0,0,0,236,202,0,36
112,1,29351,0,0,0,0,4,0,0,0
305,5,29353,0,0,0,0,0,0,0,0
111,1,29361,56,0,0,0,236,202,0,36
112,1,29361,0,0,0,0,4,0,0,0
305,5,29363,0,0,0,0,0,0,0,0
111,1,29371,56,0,0,0,236,202,0,36
112,1,29371,0,0,0,0,4,0,0,0
305,5,29373,0,0,0,0,0,0,0,0
111,1,29381,56,0,0,0,236,202,0,36
112,1,29381,0,0,0,0,4,0,0,0
305,5,29383,0,0,0,0,0,0,0,0
111,1,29391,56,0,0,0,236,202,0,36
112,1,29391,0,0,0,0,4,0,0,0
305,5,29393,0,0,0,0,0,0,0,0
100,1,29400,11,0,0,0,4,0,0,0
120,5,29400,0,0,0,0,0,0,0,0
121,4,29400,0,0,0,0,4,0,0,0
122,2,29400,244,1,0,0,4,0,0,0
123,4,29401,0,0,0,0,4,0,0,0
130,8,29402,0,0,0,48,117,0,0,0
131,3,29402,0,0,0,48,117,0,0,0
132,3,29402,224,230,11,48,117,0,0,0
133,8,29403,232,163,143,62,250,232,163,15
140,5,29403,129,28,201,14,1,202,0,36
141,6,29404,1,0,1,0,1,0,0,0
142,4,29404,1,0,1,0,1,0,0,0
143,1,29404,0,0,1,0,1,0,0,0
151,3,29404,44,232,7,0,1,0,0,0
153,8,29405,71,130,0,0,130,36,73,0
111,1,29405,56,130,0,0,130,36,73,0
112,1,29406,0,130,0,0,4,0,0,0
305,5,29406,0,0,0,0,0,0,0,0
111,1,29411,56,0,0,0,236,202,0,36
112,1,29411,0,0,0,0,4,0,0,0
305,5,29413,0,0,0,0,0,0,0,0
111,1,29421,56,0,0,0,236,202,0,36
112,1,29421,0,0,0,0,4,0,0,0
305,5,29423,0,0,0,0,0,0,0,0
111,1,29431,56,0,0,0,236,202,0,36
112,1,29431,0,0,0,0,4,0,0,0
502,1,29432,1,0,0,0,4,0,0,0
503,1,29432,0,0,0,0,4,0,0,0
504,1,29433,6,0,0,0,4,0,0,0
506,5,29433,41,147,143,0,1,0,0,0
415,1,29433,1,147,143,0,4,0,0,0
416,7,29433,0,0,0,0,0,0,0,0
300,1,29433,1,0,0,0,4,0,0,0
302,5,29433,41,147,143,0,1,255,255,255
303,2,29433,89,4,143,0,4,0,0,0
304,3,29434,0,0,0,0,4,0,0,0
306,4,29434,8,0,0,0,4,0,0,0
307,4,29434,0,0,0,0,4,0,0,0
308,4,29434,32,0,0,0,4,0,0,0
309,1,29434,0,0,0,0,4,0,0,0
397,1,29434,0,0,0,0,4,0,0,0
399,2,29435,0,0,0,0,250,114,0,0
305,5,29435,0,0,0,0,0,0,0,0
417,4,29435,0,0,0,0,4,0,0,0
418,4,29435,0,0,0,0,4,0,0,0
419,5,29435,41,147,143,0,1,202,0,36
420,1,29435,0,147,143,0,4,0,0,0
491,1,29435,0,147,143,0,4,0,0,0
493,2,29436,56,0,143,0,4,0,0,0
507,1,29436,0,0,143,0,4,0,0,0
501,1,29436,0,0,143,0,4,0,0,0
551,2,29436,0,14,143,0,4,0,0,0
111,1,29441,56,14,143,0,236,202,0,36
112,1,29441,0,14,143,0,4,0,0,0
305,5,29443,0,0,0,0,0,0,0,0
111,1,29451,56,0,0,0,236,202,0,36
112,1,29451,0,0,0,0,4,0,0,0
305,5,29453,0,0,0,0,0,0,0,0
111,1,29461,56,0,0,0,236,202,0,36
112,1,29461,0,0,0,0,4,0,0,0
305,5,29463,0,0,0,0,0,0,0,0
111,1,29471,56,0,0,0,236,202,0,36
112,1,29471,0,0,0,0,4,0,0,0
305,5,29473,0,0,0,0,0,0,0,0
111,1,29481,56,0,0,0,236,202,0,36
112,1,29481,0,0,0,0,4,0,0,0
305,5,29483,0,0,0,0,0,0,0,0
111,1,29491,56,0,0,0,236,202,0,36
112,1,29491,0,0,0,0,4,0,0,0
305,5,29493,0,0,0,0,0,0,0,0
100,1,29500,11,0,0,0,4,0,0,0
120,5,29500,0,0,0,0,0,0,0,0
121,4,29500,0,0,0,0,4,0,0,0
122,2,29500,244,1,0,0,4,0,0,0
123,4,29501,0,0,0,0,4,0,0,0
130,8,29502,0,0,0,48,117,0,0,0
131,3,29502,0,0,0,48,117,0,0,0
132,3,29502,224,230,11,48,117,0,0,0
133,8,29503,232,163,143,62,250,232,163,15
140,5,29503,129,28,201,14,1,202,0,36
141,6,29504,1,0,1,0,1,0,0,0
142,4,29504,1,0,1,0,1,0,0,0
143,1,29504,0,0,1,0,1,0,0,0
151,3,29504,44,232,7,0,1,0,0,0
153,8,29505,71,130,0,0,130,36,73,0
111,1,29505,56,130,0,0,130,36,73,0
112,1,29506,0,130,0,0,4,0,0,0
305,5,29506,0,0,0,0,0,0,0,0
111,1,29511,56,0,0,0,236,202,0,36
112,1,29511,0,0,0,0,4,0,0,0
305,5,29513,0,0,0,0,0,0,0,0
111,1,29521,56,0,0,0,236,202,0,36
112,1,29521,0,0,0,0,4,0,0,0
305,5,29523,0,0,0,0,0,0,0,0
111,1,29531,56,0,0,0,236,202,0,36
112,1,29531,0,0,0,0,4,0,0,0
502,1,29532,1,0,0,0,4,0,0,0
503,1,29532,0,0,0,0,4,0,0,0
504,1,29533,6,0,0,0,4,0,0,0
506,5,29533,41,147,143,0,1,0,0,0
415,1,29533,1,147,143,0,4,0,0,0
416,7,29533,0,0,0,0,0,0,0,0
300,1,29533,1,0,0,0,4,0,0,0
302,5,29533,41,147,143,0,1,255,255,255
303,2,29533,89,4,143,0,4,0,0,0
304,3,29534,0,0,0,0,4,0,0,0
306,4,29534,9,0,0,0,4,0,0,0
307,4,29534,0,0,0,0,4,0,0,0
308,4,29534,32,0,0,0,4,0,0,0
309,1,29534,0,0,0,0,4,0,0,0
397,1,29534,0,0,0,0,4,0,0,0
399,2,29535,0,0,4,36,249,130,3,8
305,5,29535,0,0,0,0,0,0,0,0
417,4,29535,0,0,0,0,4,0,0,0
418,4,29535,0,0,0,0,4,0,0,0
419,5,29535,41,147,143,0,1,202,0,36
420,1,29535,0,147,143,0,1,202,0,36
491,1,29535,0,147,143,0,1,202,0,36
493,2,29536,56,0,143,0,4,0,0,0
507,1,29536,0,0,143,0,4,0,0,0
501,1,29536,0,0,143,0,4,0,0,0
551,2,29536,0,14,143,0,4,0,0,0
111,1,29541,56,14,143,0,236,202,0,36
112,1,29541,0,14,143,0,4,0,0,0
305,5,29543,0,0,0,0,0,0,0,0
111,1,29551,56,0,0,0,236,202,0,36
112,1,29551,0,0,0,0,4,0,0,0
305,5,29553,0,0,0,0,0,0,0,0
111,1,29561,56,0,0,0,236,202,0,36
112,1,29561,0,0,0,0,4,0,0,0
305,5,29563,0,0,0,0,0,0,0,0
111,1,29571,56,0,0,0,236,202,0,36
112,1,29571,0,0,0,0,4,0,0,0
305,5,29573,0,0,0,0,0,0,0,0
111,1,29581,56,0,0,0,236,202,0,36
112,1,29581,0,0,0,0,4,0,0,0
305,5,29583,0,0,0,0,0,0,0,0
111,1,29591,56,0,0,0,236,202,0,36
112,1,29591,0,0,0,0,4,0,0,0
305,5,29593,0,0,0,0,0,0,0,0
100,1,29600,11,0,0,0,4,0,0,0
120,5,29600,0,0,0,0,0,0,0,0
121,4,29600,0,0,0,0,4,0,0,0
122,2,29600,244,1,0,0,4,0,0,0
123,4,29601,0,0,0,0,4,0,0,0
130,8,29602,133,9,0,48,245,159,134,1
131,3,29602,0,0,0,48,245,159,134,1
132,3,29602,224,230,11,48,245,159,134,1
133,8,29603,232,163,143,62,250,232,163,15
140,5,29603,129,28,201,14,1,202,0,36
141,6,29604,1,0,1,0,1,0,0,0
142,4,29604,1,0,1,0,1,0,0,0
143,1,29604,0,0,1,0,1,0,0,0
151,3,29604,44,232,7,0,1,0,0,0
153,8,29605,71,130,0,0,130,36,73,0
111,1,29605,56,130,0,0,130,36,73,0
112,1,29606,0,130,0,0,4,0,0,0
305,5,29606,0,0,0,0,0,0,0,0
111,1,29611,56,0,0,0,236,202,0,36
112,1,29611,0,0,0,0,4,0,0,0
305,5,29613,0,0,0,0,0,0,0,0
111,1,29621,56,0,0,0,236,202,0,36
112,1,29621,0,0,0,0,4,0,0,0
305,5,29623,0,0,0,0,0,0,0,0
111,1,29631,56,0,0,0,236,202,0,36
112,1,29631,0,0,0,0,4,0,0,0
502,1,29632,1,0,0,0,4,0,0,0
503,1,29632,0,0,0,0,4,0,0,0
504,1,29633,6,0,0,0,4,0,0,0
506,5,29633,41,147,143,0,1,0,0,0
415,1,29633,1,147,143,0,4,0,0,0
416,7,29633,0,0,0,0,0,0,0,0
300,1,29633,1,0,0,0,4,0,0,0
302,5,29633,41,147,143,0,1,255,255,255
303,2,29633,91,4,143,0,4,0,0,0
304,3,29634,0,0,0,0,4,0,0,0
306,4,29634,9,0,0,0,4,0,0,0
307,4,29634,0,0,0,0,4,0,0,0
308,4,29634,32,0,0,0,4,0,0,0
309,1,29634,0,0,0,0,4,0,0,0
397,1,29634,0,0,0,0,4,0,0,0
399,2,29635,0,0,4,36,249,130,3,8
305,5,29635,0,0,0,0,0,255,255,255
417,4,29635,0,0,0,0,4,0,0,0
418,4,29635,0,0,0,0,4,0,0,0
419,5,29635,41,147,143,0,1,202,0,36
420,1,29635,0,147,143,0,1,202,0,36
491,1,29635,0,147,143,0,1,202,0,36
493,2,29636,56,0,143,0,4,0,0,0
507,1,29636,0,0,143,0,4,0,0,0
501,1,29636,0,0,143,0,4,0,0,0
551,2,29636,0,14,143,0,4,0,0,0
111,1,29641,56,14,143,0,236,202,0,36
112,1,29641,0,14,143,0,4,0,0,0
305,5,29643,0,0,0,0,0,0,0,0
111,1,29651,56,0,0,0,236,202,0,36
112,1,29651,0,0,0,0,4,0,0,0
305,5,29653,0,0,0,0,0,0,0,0
111,1,29661,56,0,0,0,236,202,0,36
112,1,29661,0,0,0,0,4,0,0,0
305,5,29663,0,0,0,0,0,0,0,0
111,1,29671,56,0,0,0,236,202,0,36
112,1,29671,0,0,0,0,4,0,0,0
305,5,29673,0,0,0,0,0,0,0,0
111,1,29681,56,0,0,0,236,202,0,36
112,1,29681,0,0,0,0,4,0,0,0
305,5,29683,0,0,0,0,0,0,0,0
111,1,29691,56,0,0,0,236,202,0,36
112,1,29691,0,0,0,0,4,0,0,0
305,5,29693,0,0,0,0,0,0,0,0
100,1,29700,11,0,0,0,4,0,0,0
120,5,29700,0,0,0,0,0,0,0,0
121,4,29700,0,0,0,0,4,0,0,0
122,2,29700,244,1,0,0,4,0,0,0
123,4,29701,0,0,0,0,4,0,0,0
130,8,29702,0,0,0,48,117,0,0,0
131,3,29702,0,0,0,48,117,0,0,0
132,3,29702,224,230,11,48,117,0,0,0
133,8,29703,232,163,143,62,250,232,163,15
140,5,29703,129,28,201,14,1,202,0,36
141,6,29704,1,0,1,0,1,0,0,0
142,4,29704,1,0,1,0,1,0,0,0
143,1,29704,0,0,1,0,1,0,0,0
151,3,29704,44,232,7,0,1,0,0,0
153,8,29705,71,130,0,0,130,36,73,0
111,1,29705,56,130,0,0,130,36,73,0
112,1,29706,0,130,0,0,4,0,0,0
305,5,29706,0,0,0,0,0,0,0,0
111,1,29711,56,0,0,0,236,202,0,36
112,1,29711,0,0,0,0,4,0,0,0
305,5,29713,0,0,0,0,0,0,0,0
111,1,29721,56,0,0,0,236,202,0,36
112,1,29721,0,0,0,0,4,0,0,0
305,5,29723,0,0,0,0,0,0,0,0
111,1,29731,56,0,0,0,236,202,0,36
112,1,29731,0,0,0,0,4,0,0,0
502,1,29732,1,0,0,0,4,0,0,0
503,1,29732,0,0,0,0,4,0,0,0
504,1,29733,6,0,0,0,4,0,0,0
506,5,29733,41,147,143,0,1,0,0,0
415,1,29733,1,147,143,0,1,0,0,0
416,7,29733,0,0,0,0,0,0,0,0
300,1,29733,1,0,0,0,0,0,0,0
302,5,29733,41,147,143,0,1,202,0,36
303,2,29733,88,4,143,0,1,202,0,36
304,3,29734,0,0,0,0,4,0,0,0
306,4,29734,8,0,0,0,4,0,0,0
307,4,29734,0,0,0,0,4,0,0,0
308,4,29734,0,0,0,0,4,0,0,0
309,1,29734,0,0,0,0,4,0,0,0
397,1,29734,0,0,0,0,4,0,0,0
399,2,29735,0,0,0,0,4,0,0,0
305,5,29735,0,0,0,0,0,0,0,0
417,4,29735,0,0,0,0,4,0,0,0
418,4,29735,0,0,0,0,4,0,0,0
419,5,29735,41,147,143,0,1,202,0,36
420,1,29735,0,147,143,0,4,0,0,0
491,1,29735,0,147,143,0,4,0,0,0
493,2,29736,56,0,143,0,4,0,0,0
507,1,29736,0,0,143,0,4,0,0,0
501,1,29736,0,0,143,0,4,0,0,0
551,2,29736,0,14,143,0,4,0,0,0
111,1,29741,56,14,143,0,236,202,0,36
112,1,29741,0,14,143,0,4,0,0,0
305,5,29743,0,0,0,0,0,0,0,0
111,1,29751,56,0,0,0,236,202,0,36
112,1,29751,0,0,0,0,4,0,0,0
305,5,29753,0,0,0,0,0,0,0,0
111,1,29761,56,0,0,0,236,202,0,36
112,1,29761,0,0,0,0,4,0,0,0
305,5,29763,0,0,0,0,0,0,0,0
111,1,29771,56,0,0,0,236,202,0,36
112,1,29771,0,0,0,0,4,0,0,0
305,5,29773,0,0,0,0,0,0,0,0
111,1,29781,56,0,0,0,236,202,0,36
112,1,29781,0,0,0,0,4,0,0,0
305,5,29783,0,0,0,0,0,0,0,0
111,1,29791,56,0,0,0,236,202,0,36
112,1,29791,0,0,0,0,4,0,0,0
305,5,29793,0,0,0,0,0,0,0,0
100,1,29800,11,0,0,0,4,0,0,0
120,5,29800,0,0,0,0,0,0,0,0
121,4,29800,0,0,0,0,4,0,0,0
122,2,29800,244,1,0,0,4,0,0,0
123,4,29801,0,0,0,0,4,0,0,0
130,8,29802,133,9,0,48,245,159,134,1
131,3,29802,0,0,0,48,245,159,134,1
132,3,29802,224,230,11,48,245,159,134,1
133,8,29803,232,163,143,62,250,232,163,15
140,5,29803,129,28,201,14,1,202,0,36
141,6,29804,1,0,1,0,1,0,0,0
142,4,29804,1,0,1,0,1,0,0,0
143,1,29804,0,0,1,0,1,0,0,0
151,3,29804,44,232,7,0,1,0,0,0
153,8,29805,71,130,0,0,130,36,73,0
111,1,29805,56,130,0,0,130,36,73,0
112,1,29806,0,255,4,36,249,130,3,8
305,5,29806,0,0,0,0,0,0,0,0
111,1,29811,56,0,0,0,236,202,0,36
112,1,29811,0,0,0,0,4,0,0,0
305,5,29813,0,0,0,0,0,0,0,0
111,1,29821,56,0,0,0,236,202,0,36
112,1,29821,0,0,0,0,4,0,0,0
305,5,29823,0,0,0,0,0,0,0,0
111,1,29831,56,0,0,0,236,202,0,36
112,1,29831,0,0,0,0,4,0,0,0
502,1,29832,1,0,0,0,4,0,0,0
503,1,29832,0,0,0,0,4,0,0,0
504,1,29833,6,0,0,0,4,0,0,0
506,5,29833,41,147,143,0,1,0,0,0
415,1,29833,1,147,143,0,4,0,0,0
416,7,29833,0,0,0,0,0,0,0,0
300,1,29833,1,0,0,0,4,0,0,0
302,5,29833,41,147,143,0,1,255,255,255
303,2,29833,89,4,143,0,4,0,0,0
304,3,29834,0,0,0,0,4,0,0,0
306,4,29834,9,0,0,0,4,0,0,0
307,4,29834,0,0,0,0,4,0,0,0
308,4,29834,0,0,0,0,4,0,0,0
309,1,29834,0,0,0,0,4,0,0,0
397,1,29834,0,0,0,0,4,0,0,0
399,2,29835,0,0,0,0,4,0,0,0
305,5,29835,0,0,0,0,0,0,0,0
417,4,29835,0,0,0,0,4,0,0,0
418,4,29835,0,0,0,0,4,0,0,0
419,5,29835,41,147,143,0,1,202,0,36
420,1,29835,0,147,143,0,4,0,0,0
491,1,29835,0,147,143,0,4,0,0,0
493,2,29836,56,0,143,0,4,0,0,0
507,1,29836,0,0,143,0,4,0,0,0
501,1,29836,0,0,143,0,4,0,0,0
551,2,29836,0,14,143,0,4,0,0,0
111,1,29841,56,14,143,0,236,202,0,36
112,1,29841,0,14,143,0,4,0,0,0
305,5,29843,0,0,0,0,0,0,0,0
111,1,29851,56,0,0,0,236,202,0,36
112,1,29851,0,0,0,0,4,0,0,0
305,5,29853,0,0,0,0,0,0,0,0
111,1,29861,56,0,0,0,236,202,0,36
112,1,29861,0,0,0,0,4,0,0,0
305,5,29863,0,0,0,0,0,0,0,0
111,1,29871,56,0,0,0,236,202,0,36
112,1,29871,0,0,0,0,4,0,0,0
305,5,29873,0,0,0,0,0,0,0,0
111,1,29881,56,0,0,0,236,202,0,36
112,1,29881,0,0,0,0,4,0,0,0
305,5,29883,0,0,0,0,0,0,0,0
111,1,29891,56,0,0,0,236,202,0,36
112,1,29891,0,0,0,0,4,0,0,0
305,5,29893,0,0,0,0,0,0,0,0
100,1,29900,11,0,0,0,4,0,0,0
120,5,29900,0,0,0,0,0,0,0,0
121,4,29900,0,0,0,0,4,0,0,0
122,2,29900,244,1,0,0,4,0,0,0
123,4,29901,0,0,0,0,4,0,0,0
130,8,29902,156,47,0,48,245,159,134,1
131,3,29902,0,0,0,48,245,159,134,1
132,3,29902,224,230,11,48,245,159,134,1
133,8,29903,232,163,143,62,250,232,163,15
140,5,29903,129,28,201,14,1,202,0,36
141,6,29904,1,0,1,0,1,0,0,0
142,4,29904,1,0,1,0,1,0,0,0
143,1,29904,0,0,1,0,1,0,0,0
151,3,29904,44,232,7,0,1,0,0,0
153,8,29905,71,130,0,0,130,36,73,0
111,1,29905,56,130,0,0,130,36,73,0
112,1,29906,0,130,0,0,4,0,0,0
305,5,29906,0,0,0,0,0,0,0,0
111,1,29911,56,0,0,0,236,202,0,36
112,1,29911,0,0,0,0,4,0,0,0
305,5,29913,0,0,0,0,0,0,0,0
111,1,29921,56,0,0,0,236,202,0,36
112,1,29921,0,0,0,0,4,0,0,0
305,5,29923,0,0,0,0,0,0,0,0
111,1,29931,56,0,0,0,236,202,0,36
112,1,29931,0,0,0,0,4,0,0,0
502,1,29932,1,0,0,0,4,0,0,0
503,1,29932,0,0,0,0,4,0,0,0
504,1,29933,6,0,0,0,4,0,0,0
506,5,29933,41,147,143,0,1,0,0,0
415,1,29933,1,147,143,0,4,0,0,0
416,7,29933,0,0,0,0,0,0,0,0
300,1,29933,1,0,0,0,4,0,0,0
302,5,29933,41,147,143,0,1,255,255,255
303,2,29933,89,4,143,0,4,0,0,0
304,3,29934,0,0,0,0,4,0,0,0
306,4,29934,9,0,0,0,4,0,0,0
307,4,29934,0,0,0,0,4,0,0,0
308,4,29934,0,0,0,0,4,0,0,0
309,1,29934,0,0,0,0,4,0,0,0
397,1,29934,0,0,0,0,4,0,0,0
399,2,29935,0,0,0,0,4,0,0,0
305,5,29935,0,0,0,0,0,0,0,0
417,4,29935,0,0,0,0,4,0,0,0
418,4,29935,0,0,0,0,4,0,0,0
419,5,29935,41,147,143,0,1,202,0,36
420,1,29935,0,147,143,0,4,0,0,0
491,1,29935,0,147,143,0,4,0,0,0
493,2,29936,56,0,143,0,4,0,0,0
507,1,29936,0,0,143,0,4,0,0,0
501,1,29936,0,0,143,0,4,0,0,0
551,2,29936,0,14,143,0,4,0,0,0
111,1,29941,56,14,143,0,236,202,0,36
112,1,29941,0,14,143,0,4,0,0,0
305,5,29943,0,0,0,0,0,0,0,0
111,1,29951,56,0,0,0,236,202,0,36
112,1,29951,0,0,0,0,4,0,0,0
305,5,29953,0,0,0,0,0,0,0,0
111,1,29961,56,0,0,0,236,202,0,36
112,1,29961,0,0,0,0,4,0,0,0
305,5,29963,0,0,0,0,0,0,0,0
111,1,29971,56,0,0,0,236,202,0,36
112,1,29971,0,0,0,0,4,0,0,0
305,5,29973,0,0,0,0,0,0,0,0
111,1,29981,56,0,0,0,236,202,0,36
112,1,29981,0,0,0,0,4,0,0,0
305,5,29983,0,0,0,0,0,0,0,0
111,1,29991,56,0,0,0,236,202,0,36
112,1,29991,0,0,0,0,4,0,0,0
305,5,29993,0,0,0,0,0,0,0,0
100,1,30000,11,0,0,0,4,0,0,0
120,5,30000,0,0,0,0,0,0,0,0
121,4,30000,0,0,0,0,4,0,0,0
122,2,30000,244,1,0,0,4,0,0,0
123,4,30000,0,0,0,0,4,0,0,0
130,8,30001,0,0,0,48,117,0,0,0
131,3,30002,0,0,0,48,4,0,0,0
132,3,30002,224,230,11,48,4,0,0,0
133,8,30002,232,163,143,62,250,232,163,15
140,5,30003,129,28,201,14,1,130,3,8
141,6,30003,1,0,1,0,1,0,0,0
142,4,30003,1,0,1,0,236,202,0,36
143,1,30003,0,0,1,0,236,202,0,36
151,3,30004,44,232,7,0,4,0,0,0
153,8,30004,71,130,0,0,130,36,73,0
111,1,30005,56,130,0,0,4,0,0,0
112,1,30005,0,130,0,0,4,0,0,0
305,5,30005,0,0,0,0,0,202,0,36
111,1,30011,56,0,0,0,236,202,0,36
112,1,30011,0,0,0,0,4,0,0,0
305,5,30013,0,0,0,0,0,0,0,0
111,1,30021,56,0,0,0,236,202,0,36
112,1,30021,0,0,0,0,4,0,0,0
305,5,30023,0,0,0,0,0,0,0,0
111,1,30031,56,0,0,0,236,202,0,36
112,1,30031,0,0,0,0,4,0,0,0
502,1,30032,1,0,0,0,4,0,0,0
503,1,30032,0,0,0,0,4,0,0,0
504,1,30033,6,0,0,0,4,0,0,0
506,5,30033,41,147,143,0,1,0,0,0
415,1,30033,1,147,143,0,4,0,0,0
416,7,30033,0,0,0,0,0,0,0,0
300,1,30033,1,0,0,0,4,0,0,0
302,5,30033,41,147,143,0,1,255,255,255
303,2,30033,91,4,143,0,4,0,0,0
304,3,30034,0,0,0,0,4,0,0,0
306,4,30034,9,0,0,0,4,0,0,0
307,4,30034,0,0,0,0,4,0,0,0
308,4,30034,0,0,0,0,4,0,0,0
309,1,30034,0,0,0,0,4,0,0,0
397,1,30034,0,0,0,0,4,0,0,0
399,2,30035,0,0,4,36,249,130,3,8
305,5,30035,0,0,0,0,0,255,255,255
417,4,30035,0,0,0,0,4,0,0,0
418,4,30035,0,0,0,0,4,0,0,0
419,5,30035,41,147,143,0,1,202,0,36
420,1,30035,0,147,143,0,1,202,0,36
491,1,30035,0,147,143,0,1,202,0,36
493,2,30036,56,0,143,0,4,0,0,0
507,1,30036,0,0,143,0,4,0,0,0
501,1,30036,0,0,143,0,4,0,0,0
551,2,30036,0,14,143,0,4,0,0,0
111,1,30041,56,14,143,0,236,202,0,36
112,1,30041,0,14,143,0,4,0,0,0
305,5,30043,0,0,0,0,0,0,0,0
111,1,30051,56,0,0,0,236,202,0,36
112,1,30051,0,0,0,0,4,0,0,0
305,5,30053,0,0,0,0,0,0,0,0
111,1,30061,56,0,0,0,236,202,0,36
112,1,30061,0,0,0,0,4,0,0,0
305,5,30063,0,0,0,0,0,0,0,0
111,1,30071,56,0,0,0,236,202,0,36
112,1,30071,0,0,0,0,4,0,0,0
305,5,30073,0,0,0,0,0,0,0,0
111,1,30081,56,0,0,0,236,202,0,36
112,1,30081,0,0,0,0,4,0,0,0
305,5,30083,0,0,0,0,0,0,0,0
111,1,30091,56,0,0,0,236,202,0,36
112,1,30091,0,0,0,0,4,0,0,0
305,5,30093,0,0,0,0,0,0,0,0
100,1,30100,11,0,0,0,4,0,0,0
120,5,30100,0,0,0,0,0,0,0,0
121,4,30100,0,0,0,0,4,0,0,0
122,2,30100,244,1,0,0,4,0,0,0
123,4,30101,0,0,0,0,4,0,0,0
130,8,30102,0,0,0,48,117,0,0,0
131,3,30102,0,0,0,48,117,0,0,0
132,3,30102,224,230,11,48,117,0,0,0
133,8,30103,232,163,143,62,250,232,163,15
140,5,30103,129,28,201,14,1,202,0,36
141,6,30104,1,0,1,0,1,0,0,0
142,4,30104,1,0,1,0,1,0,0,0
143,1,30104,0,0,1,0,1,0,0,0
151,3,30104,44,232,7,0,1,0,0,0
153,8,30105,71,130,0,0,130,36,73,0
111,1,30105,56,130,0,0,130,36,73,0
